statement_id,poll_id,poll_title,poll_url,panel_type,publication_date,topic_or_category,question_label,statement_text,poll_context,n_respondents,n_answered_excluding_no_opinion,n_strongly_agree,n_agree,n_uncertain,n_disagree,n_strongly_disagree,n_no_opinion,n_missing_or_did_not_answer,share_agree,share_disagree,share_uncertain,net_agreement,majority_position,consensus_level,polarization_score,source_csv_url,extraction_method,extraction_notes,issue_categories,category_source,category_confidence,weighted_share_strongly_agree,weighted_share_agree_only,weighted_share_uncertain,weighted_share_disagree_only,weighted_share_strongly_disagree,weighted_share_agree,weighted_share_disagree,weighted_net_agreement,weighted_polarization_score,consensus_direction,consensus_score,consensus_bucket,confidence_weighted_direction,confidence_weighted_score,confidence_weighted_bucket,confidence_weighted_shift,consensus_percentile,share_agree_percentile,confidence_weighted_consensus_percentile,confidence_weighted_share_agree_percentile
us-bailouts-banks-and-automakers__question-b,us__bailouts-banks-and-automakers,Bailouts: Banks and Automakers,https://kentclarkcenter.org/surveys/bailouts-banks-and-automakers/,US,2012-11-13,"Democracy, Government, & Public Policy; Financial Markets & Banking",Question B,"Because GM and Chrysler were bailed out in 2008-09, the U.S. unemployment rate was lower at the end of 2010 than it would it have been if Congress and the executive branch had not intervened.",,39,33,6,22,4,1,0,0,6,0.848485,0.030303,0.121212,0.818182,Agree,Strong consensus agree,0.030303,https://kentclarkcenter.org/wp-content/uploads/2020/12/2012-11-13-US-EEP-Bailouts-Banks-and-Automakers.csv,mixed,,Political economy; Public finance; Banking; Financial regulation; Labor markets,mixed,0.80,0.240000,0.640000,0.080000,0.030000,0.000000,0.880000,0.030000,0.850000,0.030000,Agree,0.727273,Strong consensus,Agree,0.800000,Strong consensus,no,76.50,77.88,77.14,77.41
us-bailouts-banks-and-automakers__question-c,us__bailouts-banks-and-automakers,Bailouts: Banks and Automakers,https://kentclarkcenter.org/surveys/bailouts-banks-and-automakers/,US,2012-11-13,"Democracy, Government, & Public Policy; Financial Markets & Banking",Question C,Taking into account all of the economic consequences — including effects on corporate managers' incentives and on creditors' expectations of how their claims will be treated in future bankruptcies — the benefits of bailing out GM and Chrysler will end up exceeding the costs.,,39,33,2,17,10,4,0,0,6,0.575758,0.121212,0.303030,0.454545,Agree,Split / disagreement,0.121212,https://kentclarkcenter.org/wp-content/uploads/2020/12/2012-11-13-US-EEP-Bailouts-Banks-and-Automakers.csv,mixed,,Political economy; Public finance; Banking; Financial regulation; Labor markets,mixed,0.80,0.080000,0.460000,0.310000,0.150000,0.000000,0.540000,0.150000,0.390000,0.150000,Agree,0.272728,Weak consensus,Agree,0.230000,Weak consensus,no,38.34,50.31,29.32,42.78
us-japans-deflation__question-a,us__japans-deflation,Japan’s Deflation,https://kentclarkcenter.org/surveys/japans-deflation/,US,2013-01-29,"Business Cycles, Recessions, & Crises; Monetary Policy, Interest Rates, & Inflation",Question A,The persistent deflation in Japan since 1997 could have been avoided had the Bank of Japan followed different monetary policies.,,38,27,8,12,6,1,0,7,4,0.740741,0.037037,0.222222,0.703704,Agree,Moderate consensus agree,0.037037,https://kentclarkcenter.org/wp-content/uploads/2020/12/2013-01-29-US-EEP-Japans-Deflation.csv,mixed,,Monetary policy; Banking,mixed,0.80,0.430000,0.360000,0.160000,0.050000,0.000000,0.790000,0.050000,0.740000,0.050000,Agree,0.518519,Moderate consensus,Agree,0.630000,Strong consensus,no,60.01,66.18,61.81,66.44
us-trade-deals__question-a,us__trade-deals,Trade Deals,https://kentclarkcenter.org/surveys/trade-deals/,US,2013-03-27,"Environment, Climate Change, & Natural Resources; International Trade & Exchange Rates",Question A,"Refusing to liberalize trade unless partner countries adopt new labor or environmental rules is a bad policy, because even if the new standards would reduce distortions on some dimensions, such a policy involves threatening to maintain large distortions in the form of restricted trade.",,38,33,3,12,11,7,0,4,1,0.454545,0.212121,0.333333,0.242424,No clear majority,Split / disagreement,0.212121,https://kentclarkcenter.org/wp-content/uploads/2020/12/2013-03-27-US-EEP-Trade-Deals.csv,mixed,,Climate/environment; Energy; Trade; International economics; Labor markets,mixed,0.80,0.120000,0.370000,0.270000,0.250000,0.000000,0.490000,0.250000,0.240000,0.250000,Agree,0.121212,No clear consensus,Agree,0.220000,Weak consensus,no,18.50,37.62,28.16,37.57
us-high-debt-countries__question-a,us__high-debt-countries,High-Debt Countries,https://kentclarkcenter.org/surveys/high-debt-countries/,US,2013-04-09,Financial Markets & Banking; Public Debt & Deficits,Question A,"Countries that let their debt loads get high risk losing control of their own fiscal sustainability, through an adverse feedback loop in which doubts by lenders lead to higher government bond rates, which in turn make debt problems more severe.",,38,35,14,19,2,0,0,1,2,0.942857,0.000000,0.057143,0.942857,Agree,Strong consensus agree,0.000000,https://kentclarkcenter.org/wp-content/uploads/2020/12/2013-04-09-US-EEP-High-Debt-Countries.csv,mixed,,Banking; Financial regulation; Fiscal policy; Public finance,source,0.90,0.480000,0.460000,0.050000,0.000000,0.000000,0.940000,0.000000,0.940000,0.000000,Agree,0.885714,Strong consensus,Agree,0.890000,Strong consensus,no,88.38,89.95,85.74,86.99
us-lng-exports__question-a,us__lng-exports,LNG Exports,https://kentclarkcenter.org/surveys/lng-exports/,US,2013-06-05,"Environment, Climate Change, & Natural Resources; International Trade & Exchange Rates",Question A,Restricting US exports of liquefied natural gas would have adverse effects on the US economy.,,38,32,6,20,4,1,1,2,4,0.812500,0.062500,0.125000,0.750000,Agree,Strong consensus agree,0.062500,https://kentclarkcenter.org/wp-content/uploads/2020/12/2013-06-05-US-EEP-LNG-Exports.csv,mixed,,Climate/environment; Energy; Trade; International economics,source,0.90,0.270000,0.580000,0.100000,0.010000,0.050000,0.850000,0.060000,0.790000,0.060000,Agree,0.687500,Strong consensus,Agree,0.750000,Strong consensus,no,72.56,73.10,71.70,72.86
us-fogel-on-slavery-2__question-a,us__fogel-on-slavery-2,Fogel on Slavery,https://kentclarkcenter.org/surveys/fogel-on-slavery-2/,US,2013-06-21,"Democracy, Government, & Public Policy; Economists, Economic Theory, & Economic Organizations",Question A,"Slavery in the United States was eradicated because of social and political events, not because it was an unprofitable institution for slaveholders.",,38,29,9,17,3,0,0,3,6,0.896552,0.000000,0.103448,0.896552,Agree,Strong consensus agree,0.000000,https://kentclarkcenter.org/wp-content/uploads/2020/12/2013-06-21-US-EEP-Fogel-on-Slavery.csv,mixed,,Political economy; Public finance,source,0.90,0.450000,0.520000,0.030000,0.000000,0.000000,0.970000,0.000000,0.970000,0.000000,Agree,0.793104,Strong consensus,Agree,0.940000,Strong consensus,no,81.46,84.54,91.31,92.20
us-christmas-spending__question-a,us__christmas-spending,Christmas Spending,https://kentclarkcenter.org/surveys/christmas-spending/,US,2015-12-22,"Economic Growth, Development, & Productivity; Economists, Economic Theory, & Economic Organizations",Question A,"An annual December spending surge on parties, gift-giving and personal travel delivers net social benefits.",,42,31,6,15,6,4,0,5,6,0.677419,0.129032,0.193548,0.548387,Agree,Moderate consensus agree,0.129032,https://kentclarkcenter.org/wp-content/uploads/2020/12/2015-12-22-US-EEP-Christmas-Spending.csv,mixed,,Growth/productivity; Fiscal policy,mixed,0.80,0.320000,0.420000,0.140000,0.120000,0.000000,0.740000,0.120000,0.620000,0.120000,Agree,0.483871,Moderate consensus,Agree,0.600000,Strong consensus,no,57.10,60.05,59.94,61.94
us-bah-humbug__question-a,us__bah-humbug,"Bah, Humbug",https://kentclarkcenter.org/surveys/bah-humbug/,US,2013-12-17,"Economists, Economic Theory, & Economic Organizations; Social Policy & Society",Question A,"Giving specific presents as holiday gifts is inefficient, because recipients could satisfy their preferences much better with cash.",,46,43,1,7,10,18,7,0,3,0.186047,0.581395,0.232558,-0.395349,Disagree,Split / disagreement,0.186047,https://kentclarkcenter.org/wp-content/uploads/2020/12/2013-12-17-US-EEP-Bah-Humbug.csv,mixed,,Political economy,source,0.90,0.030000,0.170000,0.190000,0.430000,0.190000,0.200000,0.620000,-0.420000,0.200000,Disagree,0.348837,Weak consensus,Disagree,0.420000,Moderate consensus,no,45.31,15.64,45.81,16.53
us-supplying-kidneys__question-a,us__supplying-kidneys,Supplying Kidneys,https://kentclarkcenter.org/surveys/supplying-kidneys/,US,2014-03-11,Healthcare & Wellbeing; Social Policy & Society,Question A,A market that allows payment for human kidneys should be established on a trial basis to help extend the lives of patients with kidney disease.,,42,36,5,14,12,3,2,1,5,0.527778,0.138889,0.333333,0.388889,Agree,Split / disagreement,0.138889,https://kentclarkcenter.org/wp-content/uploads/2020/12/2014-03-11-US-EEP-Supplying-Kidneys.csv,mixed,,Healthcare; Political economy,source,0.90,0.160000,0.410000,0.270000,0.090000,0.070000,0.570000,0.160000,0.410000,0.160000,Agree,0.194445,Weak consensus,Agree,0.300000,Weak consensus,no,28.78,45.93,35.34,45.72
us-russia-sanctions__question-a,us__russia-sanctions,Russia Sanctions,https://kentclarkcenter.org/surveys/russia-sanctions/,US,2014-03-25,"Democracy, Government, & Public Policy; International Trade & Exchange Rates",Question A,Past experience suggests that economic sanctions do little to deter the target countries from their course of action.,,45,36,0,10,13,13,0,5,4,0.277778,0.361111,0.361111,-0.083333,No clear majority,Split / disagreement,0.277778,https://kentclarkcenter.org/wp-content/uploads/2020/12/2014-03-25-US-EEP-Russia-Sanctions.csv,mixed,,Political economy; Public finance; Trade; International economics,source,0.90,0.000000,0.270000,0.330000,0.400000,0.000000,0.270000,0.400000,-0.130000,0.270000,Disagree,0.000000,No clear consensus,Disagree,0.070000,No clear consensus,no,1.34,22.65,10.20,21.17
us-gary-becker__question-a,us__gary-becker,Gary Becker,https://kentclarkcenter.org/surveys/gary-becker/,US,2014-05-20,"Economists, Economic Theory, & Economic Organizations; Social Policy & Society",Question A,"Employers that discriminate in hiring will be at a competitive disadvantage, if their customers do not care about their mix of employees, compared with firms that do not discriminate.",,45,40,8,24,6,2,0,1,4,0.800000,0.050000,0.150000,0.750000,Agree,Strong consensus agree,0.050000,https://kentclarkcenter.org/wp-content/uploads/2020/12/2014-05-20-US-EEP-Gary-Becker.csv,mixed,,Political economy,source,0.90,0.280000,0.550000,0.110000,0.060000,0.000000,0.830000,0.060000,0.770000,0.060000,Agree,0.650000,Strong consensus,Agree,0.720000,Strong consensus,no,70.02,72.07,69.21,69.92
us-gary-becker__question-b,us__gary-becker,Gary Becker,https://kentclarkcenter.org/surveys/gary-becker/,US,2014-05-20,"Economists, Economic Theory, & Economic Organizations; Social Policy & Society",Question B,"Rising market wages are an important reason — over and above any changes in medical technology, social norms or preferences — why family sizes have fallen over the past century in rich countries.",,45,38,5,21,12,0,0,3,4,0.684211,0.000000,0.315789,0.684211,Agree,Moderate consensus agree,0.000000,https://kentclarkcenter.org/wp-content/uploads/2020/12/2014-05-20-US-EEP-Gary-Becker.csv,mixed,,Political economy,source,0.90,0.190000,0.560000,0.250000,0.000000,0.000000,0.750000,0.000000,0.750000,0.000000,Agree,0.368422,Moderate consensus,Agree,0.500000,Moderate consensus,no,46.87,60.68,51.69,63.32
us-scottish-independence__question-a,us__scottish-independence,Scottish Independence,https://kentclarkcenter.org/surveys/scottish-independence/,US,2014-09-15,"Business Cycles, Recessions, & Crises; Democracy, Government, & Public Policy",Question A,"Although there are many issues for Scotland’s voters to consider, one consequence of separating from the rest of the UK would be greater macroeconomic instability for Scotland for many years.",,44,38,2,25,10,1,0,5,1,0.710526,0.026316,0.263158,0.684211,Agree,Moderate consensus agree,0.026316,https://kentclarkcenter.org/wp-content/uploads/2020/12/2014-09-15-US-EEP-Scottish-Independence.csv,mixed,,Political economy; Public finance,source,0.90,0.090000,0.620000,0.250000,0.040000,0.000000,0.710000,0.040000,0.670000,0.040000,Agree,0.447368,Moderate consensus,Agree,0.460000,Moderate consensus,no,54.56,63.63,48.57,58.47
us-piketty-on-inequality__question-a,us__piketty-on-inequality,Piketty on Inequality,https://kentclarkcenter.org/surveys/piketty-on-inequality/,US,2014-10-14,"Economic Growth, Development, & Productivity; Poverty, Inequality, & Social Mobility",Question A,The most powerful force pushing towards greater wealth inequality in the US since the 1970s is the gap between the after-tax return on capital and the economic growth rate.,,43,34,0,1,6,20,7,2,7,0.029412,0.794118,0.176471,-0.764706,Disagree,Moderate consensus disagree,0.029412,https://kentclarkcenter.org/wp-content/uploads/2020/12/2014-10-14-US-EEP-Piketty-on-Inequality.csv,mixed,,Growth/productivity; Inequality/redistribution; Taxation,mixed,0.80,0.000000,0.030000,0.150000,0.540000,0.270000,0.030000,0.810000,-0.780000,0.030000,Disagree,0.617647,Strong consensus,Disagree,0.660000,Strong consensus,no,68.05,4.16,63.68,4.23
us-greeces-referendum__question-a,us__greeces-referendum,Greece’s Referendum,https://kentclarkcenter.org/surveys/greeces-referendum/,US,2015-07-04,"Business Cycles, Recessions, & Crises; Democracy, Government, & Public Policy",Question A,The median Greek citizen will be better off if there is a “yes” vote in the July 5 referendum on whether to accept the terms of the bailout package offered by Greece's creditors.,,42,36,1,15,14,6,0,2,4,0.444444,0.166667,0.388889,0.277778,No clear majority,Split / disagreement,0.166667,https://kentclarkcenter.org/wp-content/uploads/2020/12/2015-07-04-US-EEP-Greeces-Referendum.csv,mixed,,Political economy; Public finance,source,0.90,0.040000,0.360000,0.420000,0.170000,0.000000,0.400000,0.170000,0.230000,0.170000,Agree,0.055555,No clear consensus,Uncertain,0.020000,No clear consensus,yes,8.00,36.37,3.30,30.35
us-standardized-tests__question-a,us__standardized-tests,Standardized Tests,https://kentclarkcenter.org/surveys/standardized-tests/,US,2015-11-03,"Education & Skills; Poverty, Inequality, & Social Mobility",Question A,Comparing their students’ average gains on standardized tests over the school year makes it easier to predict which teachers — all else equal — are more likely to improve their student’s long-term life outcomes.,,42,37,5,28,4,0,0,3,2,0.891892,0.000000,0.108108,0.891892,Agree,Strong consensus agree,0.000000,https://kentclarkcenter.org/wp-content/uploads/2020/12/2015-11-03-US-EEP-Standardized-Tests.csv,mixed,,Education; Labor markets; Inequality/redistribution,source,0.90,0.220000,0.700000,0.080000,0.000000,0.000000,0.920000,0.000000,0.920000,0.000000,Agree,0.783784,Strong consensus,Agree,0.840000,Strong consensus,no,80.70,83.69,80.79,83.87
us-nash-equilibrium__question-a,us__nash-equilibrium,Nash Equilibrium,https://kentclarkcenter.org/surveys/nash-equilibrium/,US,2015-06-02,"Economists, Economic Theory, & Economic Organizations; Social Policy & Society",Question A,"Behavior in many complex and seemingly intractable strategic settings can be understood more clearly by working out what each party in the game will choose to do if they realize that the other parties will be solving the same problem. This insight has helped us understand behavior as diverse as military conflicts, price setting by competing firms and penalty kicking in soccer.",,42,39,28,11,0,0,0,0,3,1.000000,0.000000,0.000000,1.000000,Agree,Strong consensus agree,0.000000,https://kentclarkcenter.org/wp-content/uploads/2020/12/2015-06-02-US-EEP-Nash-Equilibrium.csv,mixed,,Political economy,source,0.90,0.790000,0.210000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,Agree,1.000000,Strong consensus,Agree,1.000000,Strong consensus,no,98.17,98.48,98.04,98.31
europe-vaccines-in-europe__question-a,europe__vaccines-in-europe,Vaccines in Europe,https://kentclarkcenter.org/surveys/vaccines-in-europe/,Europe,2021-03-09,"Healthcare & Wellbeing; Science, Technology, & Innovation",Question A,"EU Covid-19 vaccination efforts are significantly behind those of Israel, Serbia, the UK and the US. Offering substantially higher prices per dose would have resulted in larger capacity investments by vaccine makers and accelerated distribution in Europe significantly.",,48,42,7,22,9,3,1,1,5,0.690476,0.095238,0.214286,0.595238,Agree,Moderate consensus agree,0.095238,https://kentclarkcenter.org/wp-content/uploads/2021/03/2021-03-09-Euro-EEP-Vaccines-in-Europe.csv,mixed,,Healthcare; Growth/productivity; Industrial policy; COVID/pandemic policy,mixed,0.80,0.240000,0.530000,0.120000,0.070000,0.030000,0.770000,0.100000,0.670000,0.100000,Agree,0.476190,Moderate consensus,Agree,0.650000,Strong consensus,no,56.39,61.62,63.06,64.57
